,word,max_tag,appearances
9008,Broderick,NNP,6
9009,criticisms,NNS,6
9010,keen,JJ,6
9011,slip,NN,14
9012,Sri,NNP,6
9013,hanging,VBG,6
9014,Kurt,NNP,6
9015,affects,VBZ,6
9016,Estimates,NNS,6
9017,DaPuzzo,NNP,6
9018,closes,VBZ,6
9019,flaw,NN,6
9020,aged,VBN,6
9021,Colgate-Palmolive,NNP,6
9022,coups,NNS,6
9023,dictator,NN,6
9024,Tim,NNP,6
9025,married,JJ,11
9026,youngest,JJS,6
9027,Cynthia,NNP,6
9028,Dodd,NNP,6
9029,prevailed,VBD,6
9030,Cathcart,NNP,6
9031,Mateo,NNP,6
9032,Transit,NNP,6
9033,Initial,JJ,6
9034,listings,NNS,6
9035,Istat,NNP,6
9036,pesetas,NNS,6
9037,pretrial,JJ,6
9038,instantly,RB,6
9039,mega-issues,NNS,6
9040,Toubro,NNP,6
9041,brewer,NN,6
9042,Finnair,NNP,6
9043,Port,NNP,6
9044,Abbie,NNP,6
9045,Instruments,NNP,10
9046,heavier,JJR,6
9047,destroyed,VBN,9
9048,Insurers,NNS,9
9049,periodic,JJ,6
9050,Deb,NNP,6
9051,Shops,NNPS,6
9052,liquidate,VB,6
9053,Jayark,NNP,6
9054,Clearing,NNP,6
9055,Mail,NNP,6
9056,Aluminum,NNP,6
9057,phased,VBN,6
9058,crumbling,VBG,6
9059,unloading,VBG,6
9060,jokes,NNS,9
9061,Octel,NNP,6
9062,Funds,NNS,10
9063,troubling,JJ,8
9064,atoms,NNS,6
9065,Schaeffer,NNP,6
9066,lower-than-expected,JJ,6
9067,baseline,NN,6
9068,Joint,NNP,6
9069,aspirations,NNS,6
9070,Norwegian,JJ,6
9071,Tampa,NNP,6
9072,Southwest,NNP,8
9073,lubricants,NNS,6
9074,Manic,NNP,6
9075,bacterium,NN,6
9076,gallons,NNS,6
9077,Iranian,JJ,8
9078,drill,VB,9
9079,rig,NN,6
9080,setbacks,NNS,6
9081,Airline,NNP,8
9082,controllers,NNS,6
9083,House-passed,JJ,6
9084,Poughkeepsie,NNP,6
9085,glare,NN,6
9086,mainstay,NN,6
9087,haven,NN,6
9088,NCAA,NNP,6
9089,Knight,NNP,6
9090,Kuwait,NNP,6
9091,romantic,JJ,6
9092,devoted,VBN,9
9093,ordinance,NN,6
9094,airplanes,NNS,6
9095,custody,NN,6
9096,Deputy,NNP,6
9097,adjuster,NN,6
9098,Hammack,NNP,6
9099,stretched,VBN,8
9100,roadway,NN,6
9101,Brouwer,NNP,6
9102,deflator,NN,6
9103,assassinations,NNS,6
9104,seizure,NN,6
9105,gun,NN,6
9106,rolls,NNS,8
9107,fabrication,NN,6
9108,Margins,NNS,6
9109,Said,NNP,8
9110,experimental,JJ,6
9111,poorest,JJS,6
9112,restoration,NN,6
9113,surveillance,NN,6
9114,recreation,NN,6
9115,Christies,NNP,6
9116,Aichi,NNP,6
9117,WHO,WP,6
9118,Traub,NNP,6
9119,unscrupulous,JJ,6
9120,Di,NNP,6
9121,Ernest,NNP,6
9122,Alley,NNP,6
9123,Bakker,NNP,6
9124,Shannon,NNP,6
9125,Lavelle,NNP,6
9126,acquitted,VBN,6
9127,Burmah,NNP,6
9128,refiners,NNS,6
9129,benefiting,VBG,6
9130,Ohbayashi,NNP,6
9131,EPO,NNP,6
9132,Amgen,NNP,6
9133,conception,NN,6
9134,two-tier,JJ,6
9135,Policy,NNP,9
9136,Bare-Faced,NNP,6
9137,Messiah,NNP,6
9138,Oakes,NNP,6
9139,Airbus,NNP,6
9140,Ethiopia,NNP,6
9141,processed,VBN,8
9142,hazard,NN,6
9143,Convenience,NNP,6
9144,dialysis,NN,6
9145,expenditure,NN,6
9146,MIT,NNP,6
9147,equivalents,NNS,6
9148,incorrect,JJ,6
9149,revoke,VB,6
9150,medication,NN,6
9151,hotel-casino,NN,6
9152,proliferation,NN,6
9153,Armco,NNP,6
9154,Nye,NNP,6
9155,slumped,VBD,10
9156,H.H.,NNP,6
9157,Cutler,NNP,6
9158,Ivory,NNP,6
9159,F-14,NN,6
9160,Details,NNS,6
9161,DLJ,NNP,6
9162,\*\*,SYM,6
9163,ESPN,NNP,6
9164,Comsat,NNP,6
9165,VAX,NNP,6
9166,Storage,NNP,6
9167,Quickview,NNP,6
9168,curbs,NNS,6
9169,Lynn,NNP,6
9170,terrorist,JJ,6
9171,Glazer,NNP,6
9172,capita,NN,6
9173,gerrymandering,NN,6
9174,Adobe,NNP,6
9175,anthrax,NN,6
9176,Poles,NNPS,6
9177,Mercedes,NNP,6
9178,naczelnik,FW,6
9179,prosecutorial,JJ,6
9180,wonderful,JJ,6
9181,Signal,NNP,6
9182,inspectors,NNS,6
9183,Shea,NNP,6
9184,Vickers,NNP,6
9185,Pons,NNP,6
9186,champion,NN,6
9187,Donuts,NNP,6
9188,Combustion,NNP,6
9189,Bebear,NNP,6
9190,Imo,NNP,6
9191,"75,000",CD,6
9192,Buddy,NNP,6
9193,Minerals,NNPS,6
9194,H.F.,NNP,6
9195,Ahmanson,NNP,6
9196,mouse,NN,6
9197,arteries,NNS,6
9198,competent,JJ,6
9199,eastern,JJ,6
9200,Conasupo,NNP,6
9201,Fernandez,NNP,6
9202,Digest,NNP,6
9203,toys,NNS,6
9204,notorious,JJ,6
9205,whiskey,NN,6
9206,Cities,NNPS,6
9207,Legent,NNP,6
9208,Tesoro,NNP,6
9209,Downey,NNP,6
9210,Detrex,NNP,6
9211,guideline,NN,6
9212,Ambrosiano,NNP,6
9213,Violin,NNP,6
9214,Durkin,NNP,6
9215,Lesk,NNP,6
9216,intensify,VB,6
9217,Somalia,NNP,6
9218,Rafale,NNP,6
9219,doubling,NN,11
9220,Ferranti,NNP,6
9221,Nora,NNP,6
9222,air-freight,NN,9
9223,spacecraft,NN,6
9224,tritium,NN,6
9225,Haskins,NNP,6
9226,IAFP,NNP,6
9227,provinces,NNS,6
9228,Hasbro,NNP,6
9229,D'Arcy,NNP,6
9230,mink,NN,6
9231,jackets,NNS,6
9232,Westridge,NNP,6
9233,Bumiputra,NNP,6
9234,Basir,NNP,6
9235,skiers,NNS,6
9236,DeVoe,NNP,6
9237,Cela,NNP,6
9238,Isler,NNP,6
9239,Hoelzer,NNP,6
9240,shutdown,NN,6
9241,Xtra,NNP,6
9242,Cherokee,NNP,6
9243,Morgenzon,NNP,6
9244,Quina,NNP,6
9245,salmonella,NN,6
9246,Boys,NNPS,6
9247,Petco,NNP,6
9248,Equitec,NNP,6
9249,crocidolite,NN,5
9250,asbestos-related,JJ,5
9251,classified,VBN,8
9252,longest,JJS,5
9253,invests,VBZ,5
9254,J.P.,NNP,5
9255,W.R.,NNP,5
9256,Bailey,NNP,5
9257,Operations,NNP,7
9258,oversee,VB,5
9259,wives,NNS,5
9260,cloud,NN,5
9261,Plans,NNS,5
9262,underscore,VBP,5
9263,bowed,VBD,5
9264,Rockford,NNP,5
9265,unreasonable,JJ,5
9266,complicate,VB,5
9267,supercomputers,NNS,5
9268,presumably,RB,5
9269,intellectual-property,JJ,5
9270,Carla,NNP,5
9271,touchy,JJ,5
9272,realization,NN,5
9273,high-technology,NN,7
9274,trained,VBN,7
9275,solved,VBN,7
9276,affordable,JJ,5
9277,pioneer,NN,5
9278,"11,000",CD,5
9279,Esso,NNP,5
9280,Output,NN,5
9281,low-priced,JJ,5
9282,battery-operated,JJ,5
9283,assembled,VBN,9
9284,Stronach,NNP,5
9285,S.p.A.,NNP,5
9286,Anything,NN,5
9287,Guinea,NNP,5
9288,Foot,NNP,5
9289,mania,NN,5
9290,Behind,IN,5
9291,viewpoint,NN,5
9292,jumping,VBG,5
9293,seized,VBD,9
9294,Purchasing,NNP,5
9295,Elliott,NNP,5
9296,Platt,NNP,5
9297,eases,VBZ,5
9298,unfilled,JJ,5
9299,single-family,JJ,8
9300,vendors,NNS,5
9301,exceptionally,RB,5
9302,imaginative,JJ,5
9303,snow,NN,5
9304,elusive,JJ,5
9305,zone,NN,5
9306,Katzenstein,NNP,5
9307,mundane,JJ,5
9308,corners,NNS,5
9309,Kuala,NNP,5
9310,Lumpur,NNP,5
9311,undertaking,VBG,8
9312,Olympic,NNP,5
9313,multibillion-dollar,JJ,5
9314,modify,VB,5
9315,Tramp,NNP,5
9316,hangs,VBZ,5
9317,four-year-old,JJ,5
9318,blind,JJ,5
9319,Story,NNP,5
9320,symbolic,JJ,5
9321,endless,JJ,5
9322,mid-1990s,NNS,5
9323,scattered,VBN,7
9324,dawn,NN,5
9325,fights,NNS,5
9326,Ailes,NNP,5
9327,kicker,NN,5
9328,kidnapping,NN,5
9329,Powers,NNP,5
9330,referendum,NN,5
9331,stigma,NN,5
9332,devote,VB,7
9333,aired,VBD,9
9334,photograph,NN,5
9335,domination,NN,5
9336,fearful,JJ,5
9337,swelling,VBG,5
9338,Indonesia,NNP,5
9339,regard,NN,12
9340,ninth,JJ,5
9341,spotted,VBD,7
9342,surrendered,VBD,5
9343,harshly,RB,5
9344,Albuquerque,NNP,5
9345,outright,JJ,8
9346,suspects,VBZ,9
9347,booklets,NNS,5
9348,instruction,NN,5
9349,prosecuting,VBG,5
9350,Partly,RB,5
9351,brightest,JJS,5
9352,actress,NN,5
9353,struggled,VBD,7
9354,curriculum,NN,5
9355,offense,NN,5
9356,first-time,JJ,5
9357,logo,NN,5
9358,reinstatement,NN,5
9359,instances,NNS,5
9360,parallels,NNS,7
9361,aids,NNS,5
9362,eighth,JJ,5
9363,measurement,NN,5
9364,Rick,NNP,5
9365,format,NN,5
9366,moratorium,NN,5
9367,helm,NN,5
9368,Centers,NNPS,5
9369,permitting,VBG,5
9370,Jennison,NNP,5
9371,eliminates,VBZ,5
9372,Ala.,NNP,5
9373,Failure,NN,5
9374,Attorneys,NNS,7
9375,Criminal,NNP,7
9376,disclosing,VBG,5
9377,committing,VBG,5
9378,dating,VBG,5
9379,assertions,NNS,5
9380,Often,RB,5
9381,Ramirez,NNP,5
9382,clerks,NNS,5
9383,providers,NNS,5
9384,specialize,VB,5
9385,Rubber,NNP,5
9386,consist,VBP,10
9387,lottery,NN,5
9388,Yamamoto,NNP,5
9389,contacted,VBN,5
9390,computer-aided,JJ,5
9391,Rate,NNP,5
9392,LSI,NNP,5
9393,Clara,NNP,5
9394,Insight,NNP,5
9395,forthcoming,JJ,5
9396,Providence,NNP,5
9397,R.I.,NNP,5
9398,furious,JJ,5
9399,Adolph,NNP,5
9400,Waste,NNP,5
9401,haul,NN,9
9402,yearly,JJ,5
9403,replies,VBZ,7
9404,sleep,VB,7
9405,NEW,NNP,10
9406,Enterprise,NNP,8
9407,conditional,JJ,5
9408,weighing,VBG,5
9409,Butler,NNP,5
9410,tag,NN,5
9411,weighed,VBD,5
9412,lion,NN,5
9413,10th,JJ,5
9414,exhausted,VBN,5
9415,yielded,VBD,5
9416,Pratt,NNP,5
9417,dramatically,RB,5
9418,knowledgeable,JJ,5
9419,looming,VBG,5
9420,achieving,VBG,5
9421,big-ticket,JJ,5
9422,excesses,NNS,5
9423,Hallwood,NNP,5
9424,Lancaster,NNP,5
9425,fractionally,RB,5
9426,Retin-A,NNP,5
9427,licensed,VBD,11
9428,Brunswick,NNP,5
9429,briefing,NN,5
9430,clarify,VB,5
9431,sights,NNS,5
9432,penetrate,VB,5
9433,joint-venture,JJ,8
9434,treats,VBZ,5
9435,relation,NN,5
9436,ai,VBP,5
9437,NCNB,NNP,5
9438,demographic,JJ,5
9439,Barnett,NNP,5
9440,staggering,JJ,7
9441,worrying,VBG,7
9442,define,VB,5
9443,Hawaiian,JJ,5
9444,lasting,JJ,7
9445,morale,NN,5
9446,intermediate,JJ,5
9447,peculiar,JJ,5
9448,ropes,NNS,5
9449,sounded,VBD,5
9450,churches,NNS,5
9451,ringer,NN,5
9452,Anglia,NNP,5
9453,concentration,NN,5
9454,rhythm,NN,5
9455,novelist,NN,5
9456,sweat,NN,5
9457,vicar,NN,5
9458,balanced,JJ,7
9459,arrival,NN,5
9460,payouts,NNS,5
9461,environments,NNS,5
9462,co-chairman,NN,5
9463,declare,VB,5
9464,tally,NN,5
9465,supportive,JJ,5
9466,outrage,NN,5
9467,Yang,NNP,5
9468,Brent,NNP,5
9469,borders,NNS,5
9470,buck,NN,5
9471,page-one,NN,8
9472,Higher,JJR,5
9473,liberals,NNS,5
9474,expelled,VBN,5
9475,10-day,JJ,5
9476,escrow,NN,5
9477,two-week,JJ,5
9478,inaccurate,JJ,5
9479,Except,IN,5
9480,Arlington,NNP,5
9481,Mo.,NNP,5
9482,Randolph,NNP,5
9483,"3,500",CD,5
9484,blocked,VBN,8
9485,racing,VBG,7
9486,leap,NN,5
9487,futures-related,JJ,5
9488,attractions,NNS,5
9489,derivatives,NNS,5
9490,Employers,NNS,7
9491,mode,NN,5
9492,gentle,JJ,5
9493,entice,VB,5
9494,impressed,VBN,8
9495,reins,NNS,5
9496,confined,VBN,5
9497,decisive,JJ,5
9498,intriguing,JJ,5
9499,supplemental,JJ,5
9500,Oak,NNP,5
9501,resembles,VBZ,5
9502,AN,DT,5
9503,altered,VBN,9
9504,workplace,NN,5
9505,mentally,RB,5
9506,Fischer,NNP,5
9507,perpetual,JJ,5
9508,intrusion,NN,5
9509,brakes,NNS,5
9510,Ark,NNP,5
9511,censorship,NN,5
9512,speeches,NNS,5
9513,dissemination,NN,5
9514,languages,NNS,5
9515,VOA,NNP,5
9516,McCormick,NNP,5
9517,notwithstanding,IN,7
9518,answered,VBN,5
9519,reshaping,VBG,5
9520,favorably,RB,5
9521,skill,NN,5
9522,Pepperidge,NNP,5
9523,CEO,NNP,5
9524,succession,NN,5
9525,OFFERED,VBN,9
9526,ASSETS,NNPS,10
9527,purse,NN,5
9528,framers,NNS,5
9529,technically,RB,5
9530,rewrite,VB,5
9531,End,NN,8
9532,wasted,VBN,5
9533,downside,NN,5
9534,Morrison,NNP,5
9535,reclaim,VB,5
9536,soybeans,NNS,5
9537,Examiner,NNP,5
9538,dailies,NNS,5
9539,materialized,VBD,8
9540,torn,VBN,5
9541,blue-collar,JJ,5
9542,tabloid,JJ,9
9543,accomplishments,NNS,5
9544,recruiting,NN,10
9545,L.A.,NNP,5
9546,broaden,VB,5
9547,Riese,NNP,5
9548,direct-mail,JJ,5
9549,nameplate,NN,5
9550,mailing,NN,8
9551,clock,NN,5
9552,stereo,NN,8
9553,Hammersmith,NNP,5
9554,councils,NNS,5
9555,engaging,VBG,8
9556,resentment,NN,5
9557,reeling,VBG,5
9558,reap,VB,5
9559,facilitate,VB,5
9560,greedy,JJ,5
9561,old-fashioned,JJ,5
9562,computer-assisted,JJ,5
9563,momentary,JJ,5
9564,divergence,NN,5
9565,whichever,WDT,5
9566,kicked,VBD,8
9567,arbs,NNS,5
9568,indexers,NNS,5
9569,pennies,NNS,5
9570,virtue,NN,5
9571,deck,NN,5
9572,scaring,VBG,5
9573,beaten,VBN,5
9574,impetus,NN,5
9575,practiced,VBN,8
9576,sacrifice,VB,7
9577,please,VB,5
9578,tolerate,VB,5
9579,undergoing,VBG,5
9580,wooing,VBG,5
9581,Getting,VBG,5
9582,high-volume,JJ,5
9583,appropriated,VBN,5
9584,inhibit,VB,5
9585,Dakota,NNP,5
9586,masters,NNS,5
9587,merchandising,NN,5
9588,Sprint,NNP,5
9589,coordinator,NN,5
9590,diaper,NN,5
9591,"1,200",CD,5
9592,do-it-yourself,JJ,5
9593,Schwab,NNP,5
9594,Citing,VBG,5
9595,denouncing,VBG,5
9596,leery,JJ,5
9597,jolts,NNS,5
9598,sky,NN,5
9599,generators,NNS,5
9600,feasible,JJ,5
9601,bellwether,NN,7
9602,single-A,JJ,5
9603,Eurobonds,NNS,5
9604,Dai-Ichi,NNP,5
9605,sink,VB,5
9606,money-losing,JJ,5
9607,justified,VBN,10
9608,managements,NNS,5
9609,moreover,RB,5
9610,Veraldi,NNP,5
9611,instrumental,JJ,5
9612,stark,JJ,5
9613,compelling,JJ,5
9614,hormone,NN,5
9615,Hymowitz,NNP,5
9616,reversed,VBD,8
9617,anti-miscarriage,JJ,5
9618,habit,NN,5
9619,Truck,NNP,5
9620,Hoylake,NNP,5
9621,qualities,NNS,5
9622,Piper,NNP,5
9623,Unemployment,NN,5
9624,22\/32,CD,5
9625,Rumors,NNS,5
9626,Tyre,NNP,5
9627,heightened,VBN,7
9628,simultaneous,JJ,5
9629,backgrounds,NNS,5
9630,fleeting,JJ,5
9631,Primerica,NNP,5
9632,bomber,NN,5
9633,singled,VBN,7
9634,sagged,VBD,5
9635,restraints,NNS,5
9636,Younkers,NNP,5
9637,Lama,NNP,5
9638,termed,VBD,7
9639,nonrecurring,VBG,5
9640,amortization,NN,5
9641,awaits,VBZ,5
9642,Avon,NNP,5
9643,Mead,NNP,5
9644,Louisiana-Pacific,NNP,5
9645,GenCorp,NNP,5
9646,"750,000",CD,5
9647,Fantasy,NNP,5
9648,capitalized,VBN,7
9649,plagued,VBN,7
9650,U.S.-backed,JJ,5
9651,balloting,NN,5
9652,Honduras,NNP,5
9653,Sandinista,NNP,7
9654,Thousands,NNS,5
9655,neighboring,VBG,7
9656,Pretoria,NNP,7
9657,Namibia,NNP,5
9658,modernization,NN,5
9659,Pakistan,NNP,5
9660,bomb,NN,5
9661,drops,NNS,9
9662,minimum-wage,NN,5
9663,pall,NN,5
9664,flies,VBZ,5
9665,mulling,VBG,5
9666,bust,NN,5
9667,Symbol,NN,5
9668,qualified,VBN,9
9669,advocating,VBG,5
9670,EEOC,NNP,5
9671,nominees,NNS,5
9672,Lentjes,NNP,5
9673,Ferdinand,NNP,5
9674,G.m.b,NNP,5
9675,shedding,VBG,5
9676,anti-dumping,JJ,5
9677,sweaters,NNS,5
9678,Schroder,NNP,5
9679,Holt,NNP,5
9680,co-author,NN,5
9681,rebuilding,VBG,5
9682,sensational,JJ,5
9683,root,NN,5
9684,skilled,JJ,5
9685,subscribe,VB,8
9686,pet,NN,9
9687,trimming,VBG,5
9688,Similar,JJ,5
9689,stockpiles,NNS,5
9690,port,NN,7
9691,tightening,VBG,5
9692,warehouses,NNS,5
9693,hub,NN,5
9694,chunks,NNS,5
9695,Inland,NNP,5
9696,Leon,NNP,5
9697,Tribe,NNP,5
9698,spectrum,NN,5
9699,undermine,VB,8
9700,insider-trading,NN,5
9701,realities,NNS,5
9702,excluded,VBN,5
9703,annuity,NN,5
9704,jazz,NN,5
9705,birthday,NN,5
9706,tune,NN,7
9707,personality,NN,5
9708,devised,VBN,7
9709,beaches,NNS,5
9710,lasts,VBZ,5
9711,selections,NNS,5
9712,foreseeable,JJ,5
9713,obliged,VBN,5
9714,tolerance,NN,5
9715,hard-line,JJ,5
9716,bothered,VBN,7
9717,Tiananmen,NNP,5
9718,pollen,NN,5
9719,herbicide,NN,5
9720,susceptible,JJ,5
9721,Monsanto,NNP,5
9722,Itel,NNP,5
9723,Bert,NNP,5
9724,Earl,NNP,5
9725,Someone,NN,5
9726,heroes,NNS,5
9727,Palm,NNP,5
9728,Pete,NNP,5
9729,midday,NN,5
9730,camp,NN,5
9731,feat,NN,5
9732,47-year-old,JJ,5
9733,turbines,NNS,5
9734,Liberty,NNP,5
9735,Commons,NNPS,8
9736,whopping,JJ,5
9737,retreating,VBG,5
9738,Institutional,JJ,7
9739,dull,JJ,5
9740,Additionally,RB,5
9741,contraction,NN,5
9742,projecting,VBG,5
9743,Postal,NNP,5
9744,jumbo,JJ,5
9745,last-minute,JJ,5
9746,See,VB,5
9747,thumb,NN,5
9748,steer,VB,5
9749,seldom,RB,5
9750,blast,NN,7
9751,correspondent,NN,5
9752,Treaty,NNP,5
9753,suspected,VBN,7
9754,arsenals,NNS,5
9755,sloppy,JJ,5
9756,Pact,NNP,5
9757,jets,NNS,5
9758,admit,VB,9
9759,AFL-CIO,NNP,5
9760,Lighting,NNP,5
9761,generating,VBG,5
9762,disposing,VBG,5
9763,hailed,VBD,8
9764,Dalton,NNP,5
9765,clue,NN,5
9766,deliveries,NNS,5
9767,files,NNS,8
9768,neglect,NN,5
9769,accessible,JJ,5
9770,hunt,NN,5
9771,Melloan,NNP,5
9772,A.G.,NNP,5
9773,Suddenly,RB,5
9774,processor,NN,5
9775,Mullins,NNP,5
9776,Okla.,NNP,5
9777,Transmission,NNP,5
9778,Chez,NNP,5
9779,Panisse,NNP,5
9780,Alice,NNP,5
9781,subjected,VBN,5
9782,la,FW,11
9783,butter,NN,5
9784,incumbent,JJ,5
9785,Wakeman,NNP,5
9786,marched,VBD,5
9787,vulnerability,NN,5
9788,bizarre,JJ,5
9789,summoned,VBN,7
9790,ludicrous,JJ,5
9791,Six,CD,5
9792,tightly,RB,5
9793,chair,NN,5
9794,adversary,NN,5
9795,pre-trial,JJ,5
9796,Cockburn,NNP,5
9797,Armenian,JJ,5
9798,Wastewater,NNP,5
9799,Treatment,NNP,5
9800,wastewater,NN,5
9801,weighted,JJ,9
9802,EG&G,NNP,5
9803,premature,JJ,5
9804,similarly,RB,5
9805,tensions,NNS,5
9806,all-time,JJ,5
9807,Arco,NNP,5
9808,landmark,NN,5
9809,budgeted,VBN,5
9810,wide-ranging,JJ,5
9811,Barr,NNP,5
9812,Goya,NNP,5
9813,Hispanics,NNPS,5
9814,fake,JJ,7
9815,oat,NN,5
9816,jetliner,NN,5
9817,Cook,NNP,5
9818,relatives,NNS,5
9819,Alabama,NNP,5
9820,Unification,NNP,5
9821,spokesmen,NNS,5
9822,Yankee,NNP,5
9823,Father,NNP,5
9824,marble,NN,5
9825,illustrate,VBP,8
9826,pair,NN,7
9827,retreat,NN,7
9828,republics,NNS,5
9829,TNT,NNP,5
9830,constitution,NN,5
9831,marital,JJ,5
9832,homeland,NN,5
9833,Sidley,NNP,5
9834,Ashurst,NNP,5
9835,intentionally,RB,5
9836,authorize,VB,5
9837,Employees,NNS,7
9838,trendy,JJ,5
9839,fearing,VBG,5
9840,exhibit,NN,5
9841,Technical,NNP,5
9842,recoup,VB,5
9843,Stanza,NNP,5
9844,Accord,NNP,5
9845,revamped,VBN,5
9846,confesses,VBZ,5
9847,vessel,NN,5
9848,diversion,NN,5
9849,superpower,NN,5
9850,loosen,VB,5
9851,Iraq,NNP,5
9852,topping,VBG,5
9853,suitable,JJ,5
9854,dragging,VBG,5
9855,passive,JJ,7
9856,occupation,NN,5
9857,violent,JJ,5
9858,gestures,NNS,5
9859,trespass,NN,5
9860,lie,VBP,12
9861,Phil,NNP,5
9862,morally,RB,5
9863,Give,VB,5
9864,Pryor,NNP,5
9865,negligence,NN,5
9866,Taxation,NNP,5
9867,weighs,VBZ,5
9868,Burton,NNP,5
9869,searches,NNS,5
9870,outspoken,JJ,5
9871,replaces,VBZ,5
9872,Good,JJ,8
9873,Mingo,NNP,5
9874,plainly,RB,5
9875,dispose,VB,5
9876,Cambodian,JJ,5
9877,Sihanouk,NNP,5
9878,Hun,NNP,5
9879,Sen,NNP,5
9880,visual,JJ,5
9881,probes,NNS,5
9882,dizzying,JJ,5
9883,breakthrough,NN,5
9884,leftist,JJ,5
9885,trusts,NNS,5
9886,catching,VBG,5
9887,Action,NNP,5
9888,pledge,NN,5
9889,mildly,RB,5
9890,pressured,VBN,9
9891,differentials,NNS,5
9892,Bundesbank,NNP,5
9893,rid,VB,10
9894,pot,NN,5
9895,persuaded,VBD,9
9896,deepening,VBG,5
9897,Pharmaceuticals,NNP,11
9898,Exploration,NNP,5
9899,embraces,VBZ,5
9900,treatments,NNS,5
9901,Deseret,NNP,5
9902,hopeful,JJ,5
9903,Camp,NNP,5
9904,dive,NN,5
9905,exported,VBN,8
9906,rescind,VB,5
9907,Schneider,NNP,5
9908,tightened,VBD,7
9909,underscored,VBD,7
9910,severity,NN,5
9911,depress,VB,5
9912,tangible,JJ,5
9913,prime-time,NN,10
9914,airwaves,NNS,5
9915,clever,JJ,5
9916,legitimacy,NN,5
9917,5\/32,CD,5
9918,prohibition,NN,5
9919,Faced,VBN,5
9920,disorder,NN,5
9921,Byrd,NNP,5
9922,Claiborne,NNP,5
9923,dedicated,VBN,5
9924,Transport,NNP,5
9925,realty,NN,5
9926,Danny,NNP,5
9927,suspicious,JJ,5
9928,oddly,RB,5
9929,aroused,VBN,5
9930,13-week,JJ,5
9931,Tenders,NNS,5
9932,Idaho,NNP,5
9933,Petroleos,NNP,5
9934,non-recurring,JJ,5
9935,SmithKline,NNP,5
9936,Beecham,NNP,5
9937,Cilcorp,NNP,5
9938,seizing,VBG,5
9939,confiscated,VBN,5
9940,condemn,VB,5
9941,civilian,JJ,5
9942,Fairfield,NNP,5
9943,diplomat,NN,5
9944,looms,VBZ,5
9945,disk-drive,NN,5
9946,pinpoint,VB,5
9947,triggering,VBG,5
9948,arrives,VBZ,5
9949,Mortgage-Backed,JJ,5
9950,awaited,VBD,5
9951,Prentice,NNP,5
9952,Newmark,NNP,5
9953,monitored,VBD,9
9954,breath,NN,5
9955,emphasizes,VBZ,5
9956,Battle,NNP,5
9957,negligible,JJ,5
9958,arise,VB,7
9959,doubtful,JJ,5
9960,chlorofluorocarbons,NNS,5
9961,Russians,NNPS,5
9962,greeted,VBN,5
9963,Antarctica,NNP,5
9964,auditors,NNS,5
9965,flags,NNS,5
9966,shortcomings,NNS,5
9967,inclusion,NN,5
9968,sexual,JJ,5
9969,entrepreneurial,JJ,5
9970,Peugeot,NNP,5
9971,emphasizing,VBG,5
9972,revolutionary,JJ,7
9973,Competition,NN,5
9974,manufactures,VBZ,5
9975,virtual,JJ,5
9976,Store,NNP,5
9977,Works,NNP,5
9978,prevention,NN,5
9979,Lloyds,NNP,5
9980,Comptroller,NNP,5
9981,11\/32,CD,5
9982,Kohlberg,NNP,5
9983,4\/32,CD,5
9984,Carolinas,NNPS,5
9985,Peat,NNP,5
9986,Marwick,NNP,5
9987,Would,MD,5
9988,theoretical,JJ,5
9989,islands,NNS,5
9990,credited,VBN,8
9991,detected,VBD,9
9992,skiing,NN,5
9993,girls,NNS,5
9994,na,TO,5
9995,skeptics,NNS,5
9996,pizza,NN,5
9997,celebrating,VBG,5
9998,Halloween,NNP,5
9999,jacket,NN,5
10000,demon,NN,5
10001,vacuum,NN,5
10002,receiver,NN,5
10003,bouncing,VBG,5
10004,plausible,JJ,5
10005,shrinkage,NN,5
10006,illusion,NN,5
10007,nevertheless,RB,5
10008,"17,000",CD,5
10009,YOU,PRP,5
10010,grab,VB,5
10011,austerity,NN,5
10012,infection,NN,5
10013,nursing,NN,7
10014,publicist,NN,5
10015,rebuffed,VBN,7
10016,distributions,NNS,5
10017,reinvested,VBN,5
10018,Hines,NNP,5
10019,swelled,VBD,7
10020,soap,NN,5
10021,timidity,NN,5
10022,leaks,NNS,5
10023,Surely,RB,5
10024,S.C,NNP,5
10025,juries,NNS,5
10026,occurring,VBG,5
10027,Amid,IN,5
10028,accuracy,NN,5
10029,mint,NN,5
10030,prop,VB,5
10031,self-employed,JJ,5
10032,perfume,NN,5
10033,mold,NN,5
10034,construct,VB,5
10035,heir,NN,5
10036,rein,VB,7
10037,forecasting,NN,9
10038,incur,VB,5
10039,Cities\/ABC,NNP,5
10040,towel,NN,5
10041,concluding,VBG,5
10042,poised,VBN,5
10043,presentations,NNS,5
10044,fax,NN,5
10045,setup,NN,5
10046,explicit,JJ,5
10047,subordinates,NNS,5
10048,essence,NN,5
10049,misses,VBZ,5
10050,Reproductive,NNP,5
10051,Abortion,NNP,8
10052,ignorance,NN,5
10053,supervision,NN,5
10054,adapted,VBN,9
10055,gathered,VBN,9
10056,tab,NN,5
10057,reimburse,VB,5
10058,accepts,VBZ,5
10059,orderly,JJ,5
10060,forming,VBG,5
10061,pullback,NN,5
10062,burglary,NN,5
10063,IFAR,NNP,5
10064,Sherman,NNP,5
10065,en,IN,5
10066,cocaine,NN,5
10067,Leipzig,NNP,5
10068,tacked,VBD,5
