type,token,index,frequency
word,resisted,11294,11
word,neglected,11295,5
word,Technical,11296,5
word,revamped,11297,6
word,sedans,11298,4
word,sporty,11299,2
word,coupe,11300,4
word,restyled,11301,3
word,"33,000",11302,3
word,squared,11303,2
word,styling,11304,3
word,predecessors,11305,2
word,grabbed,11306,8
word,canvas,11307,2
word,S-Cargo,11308,2
word,clocks,11309,3
word,oversized,11310,3
word,depressing,11311,4
word,eight-year,11312,3
word,tide,11313,3
word,recoup,11314,5
word,optimistic,11315,24
word,designs,11316,16
word,new-model,11317,2
word,batch,11318,6
word,successes,11319,6
word,compact,11320,8
word,subcompact,11321,4
word,Stanza,11322,5
word,hugely,11323,2
word,Accord,11324,5
word,engine,11325,30
word,rebates,11326,8
word,rebate,11327,2
word,Mignanelli,11328,2
word,Sentra,11329,2
word,Corolla,11330,3
word,launches,11331,5
word,Infiniti,11332,11
word,pioneered,11333,4
word,Lexus,11334,11
word,showrooms,11335,3
word,rocks,11336,7
word,"38,000",11337,3
word,Q45,11338,2
word,"49,000",11339,2
word,confesses,11340,5
word,Takashi,11341,2
word,Oka,11342,3
word,21st,11343,3
word,hurry,11344,8
word,gap,11345,30
word,managerial,11346,2
word,headaches,11347,4
word,Tennessee,11348,22
word,Auto,11349,8
word,organizing,11350,7
word,transitional,11351,2
word,overseeing,11352,7
word,momentum,11353,19
word,unstoppable,11354,2
word,Bros,11355,5
word,MCA,11356,50
word,Azoff,11357,16
word,purposely,11358,2
word,summit,11359,17
word,alternating,11360,2
word,naval,11361,11
word,vessel,11362,5
word,Mediterranean,11363,2
word,seaborne,11364,2
word,disrupt,11365,8
word,announcing,11366,18
word,diversion,11367,5
word,ethnic,11368,9
word,unrest,11369,7
word,reacting,11370,7
word,communism,11371,3
word,damp,11372,11
word,Leader,11373,15
word,critic,11374,11
word,arranging,11375,6
word,sea,11376,11
word,advisers,11377,36
word,appearances,11378,6
word,full-scale,11379,2
word,U.S.-Soviet,11380,7
word,terrorism,11381,22
word,Nation,11382,2
word,tariffs,11383,10
word,perestroika,11384,14
word,grow,11385,60
word,recurring,11386,3
word,Kremlin,11387,6
word,comparisons,11388,8
word,loosely,11389,2
word,superpower,11390,5
word,gathering,11391,17
word,Iceland,11392,2
word,alliance,11393,35
word,readily,11394,8
word,get-together,11395,2
word,transform,11396,10
word,loosen,11397,5
word,grip,11398,9
word,suggesting,11399,15
word,Gumbel,11400,2
word,Banca,11401,4
word,Nazionale,11402,4
word,Lavoro,11403,2
word,Iraq,11404,5
word,marking,11405,10
word,BNL,11406,10
word,topping,11407,5
word,fiduciary,11408,3
word,in-depth,11409,3
word,outlining,11410,2
word,suitable,11411,5
word,Rome,11412,9
word,outlined,11413,6
word,dragging,11414,5
word,anti-nuclear,11415,2
word,activists,11416,22
word,racism,11417,4
word,anti-apartheid,11418,3
word,dissatisfied,11419,4
word,Gandhi,11420,8
word,recognizable,11421,2
word,non-violent,11422,13
word,disobedience,11423,14
word,passive,11424,7
word,Webster,11425,29
word,Dictionary,11426,2
word,riots,11427,2
word,disturbances,11428,2
word,imprisonment,11429,3
word,occupation,11430,5
word,Indians,11431,3
word,affected,11432,49
word,recourse,11433,3
word,truly,11434,17
word,excuse,11435,13
word,pinpointed,11436,2
word,non-invasive,11437,3
word,Rosa,11438,2
word,Parks,11439,3
word,bus,11440,12
word,illustration,11441,9
word,tendency,11442,9
word,equate,11443,2
word,lawful,11444,3
word,nuisance,11445,2
word,violent,11446,5
word,intentional,11447,2
word,grievances,11448,3
word,delight,11449,3
word,slogans,11450,3
word,bullhorns,11451,2
word,militant,11452,2
word,gestures,11453,5
word,emotionally,11454,3
word,posture,11455,6
word,superficial,11456,2
word,interviews,11457,13
word,stimuli,11458,2
word,apt,11459,6
word,site,11460,35
word,grievance,11461,4
word,criminals,11462,11
word,excitement,11463,8
word,attach,11464,5
word,fringes,11465,2
word,trashing,11466,2
word,arson,11467,2
word,looting,11468,2
word,demonstration,11469,9
word,mob,11470,3
word,galvanizing,11471,2
word,Assume,11472,3
word,speeding,11473,5
word,careless,11474,2
word,lie,11475,12
word,ambulance,11476,4
word,dies,11477,4
word,airing,11478,11
word,politician,11479,9
word,cameras,11480,6
word,chickens,11481,4
word,Phil,11482,5
word,Let,11483,15
word,indirectly,11484,10
word,irreparable,11485,2
word,Vietnam,11486,23
word,hide,11487,9
word,cloak,11488,2
word,immoral,11489,2
word,fabric,11490,9
word,defections,11491,3
word,enemy,11492,6
word,amazing,11493,8
word,ensuing,11494,3
word,mass,11495,12
word,Cambodia,11496,11
word,morally,11497,5
word,naive,11498,3
word,wounds,11499,4
word,draft,11500,9
word,evaders,11501,2
word,dignity,11502,4
word,extraordinarily,11503,6
word,visibility,11504,3
word,Give,11505,5
word,spotlight,11506,3
word,informed,11507,19
word,probable,11508,7
word,thorough,11509,4
word,calm,11510,4
word,rational,11511,10
word,Deukmejian,11512,8
word,repairs,11513,13
word,quake,11514,89
word,bipartisan,11515,10
word,outline,11516,5
word,six-cent,11517,2
word,sales-tax,11518,3
word,Kimberly-Clark,11519,4
word,consumer-products,11520,4
word,diapers,11521,2
word,Newsprint,11522,2
word,discounting,11523,21
word,guinea,11524,4
word,pigs,11525,7
word,filers,11526,3
word,randomly,11527,4
word,audits,11528,8
word,update,11529,3
word,selection,11530,12
word,Compliance,11531,2
word,deductions,11532,9
word,dependents,11533,6
word,allowable,11534,3
word,satisfied,11535,8
word,TCMP,11536,3
word,audited,11537,3
word,Rewards,11538,2
word,simplify,11539,3
word,enactment,11540,7
word,modified,11541,4
word,Pryor,11542,5
word,backs,11543,11
word,negligence,11544,5
word,misstatements,11545,2
word,faulty,11546,2
word,urges,11547,8
word,deterrents,11548,2
word,spelling,11549,4
word,assessment,11550,16
word,Oregon,11551,15
word,Administrators,11552,3
word,Taxation,11553,5
word,comprises,11554,3
word,advises,11555,9
word,Chambers,11556,6
word,patterned,11557,2
word,mile,11558,6
word,IRA,11559,12
word,Reps.,11560,4
word,Wash,11561,7
word,Andrews,11562,4
word,violates,11563,6
word,timberlands,11564,2
word,delegation,11565,13
word,hurricane,11566,16
word,weighs,11567,5
word,nondeductible,11568,2
word,hobby,11569,3
word,Givens,11570,3
word,Vernon,11571,4
word,bred,11572,4
word,businesslike,11573,2
word,conservation,11574,3
word,sideline,11575,6
word,deduct,11576,4
word,horse,11577,18
word,inspector,11578,7
word,ratification,11579,3
word,arbitrator,11580,8
word,examining,11581,4
word,long-simmering,11582,4
word,predates,11583,2
word,arbitration,11584,6
word,Burton,11585,5
word,collect,11586,13
word,acceptable,11587,13
word,unwarranted,11588,7
word,Line,11589,21
word,Pilots,11590,3
word,delicate,11591,7
word,Machinists,11592,9
word,supervisors,11593,7
word,sided,11594,2
word,mid-November,11595,4
word,Ironically,11596,7
word,hackles,11597,2
word,Achenbaum,11598,19
word,infamous,11599,4
word,beating,11600,6
word,Worldwide,11601,8
word,Canter,11602,2
word,hesitate,11603,6
word,echoing,11604,2
word,shrewd,11605,3
word,Saatchi,11606,46
word,Hyundai,11607,8
word,searches,11608,6
word,seminars,11609,3
word,hallmark,11610,2
word,invites,11611,6
word,strokes,11612,5
word,intimacy,11613,2
word,retire,11614,23
word,merging,11615,4
word,outfit,11616,3
word,Thompson,11617,36
word,best-known,11618,6
word,clauses,11619,3
word,frustrated,11620,9
word,struck,11621,21
word,pointedly,11622,3
word,integrate,11623,6
word,pure,11624,8
word,towards,11625,3
word,mission,11626,14
word,accomplish,11627,9
word,wishing,11628,2
word,Advertising,11629,16
word,Johnston,11630,4
word,price-cutting,11631,4
word,Cotton,11632,8
word,Thanksgiving,11633,4
word,outspoken,11634,5
word,Lives,11635,3
word,replaces,11636,5
word,Comfort,11637,3
word,towels,11638,2
word,spots,11639,12
word,opted,11640,5
word,laughter,11641,2
word,tears,11642,2
word,Good,11643,8
word,Macy,11644,7
word,Parade,11645,2
word,NFL,11646,16
word,Mingo,11647,5
word,pioneers,11648,4
word,stroke,11649,3
word,Clients,11650,2
word,Brewing,11651,14
word,hospitalized,11652,4
word,EARNINGS,11653,3
word,Omnicom,11654,3
word,statesmen,11655,2
word,dare,11656,3
word,66-year-old,11657,2
word,plainly,11658,5
word,furnished,11659,2
word,pleasantries,11660,3
word,orthodox,11661,5
word,plurality,11662,2
word,scene,11663,22
word,missing,11664,24
word,similarities,11665,2
word,inefficiency,11666,2
word,liberalize,11667,4
word,deeper,11668,13
word,Regardless,11669,2
word,Asia-Pacific,11670,5
word,prosperity,11671,8
word,sustain,11672,9
word,encouraged,11673,20
word,Mosbacher,11674,6
word,rounded,11675,3
word,circumspect,11676,2
word,deficits,11677,12
word,satisfy,11678,9
word,consumed,11679,9
word,turbulence,11680,7
word,preserve,11681,14
word,Filipinos,11682,5
word,dispose,11683,5
word,Filipino,11684,16
word,occasional,11685,4
word,tries,11686,17
word,airs,11687,2
word,pretend,11688,3
word,suppose,11689,3
word,royalties,11690,7
word,Cambodian,11691,5
word,Sihanouk,11692,5
word,Vietnamese-backed,11693,2
word,Hun,11694,5
word,Sen,11695,5
word,knock,11696,4
word,Khmer,11697,17
word,bluntly,11698,2
word,discard,11699,3
word,neurosurgeon,11700,2
word,Levy,11701,11
word,spinal,11702,4
word,tumor,11703,8
word,Clinic,11704,2
word,shocks,11705,7
word,sensory,11706,2
word,nerves,11707,10
word,nerve,11708,4
word,impulses,11709,2
word,woke,11710,4
word,paralyzed,11711,5
word,monitored,11712,10
word,tragedy,11713,6
word,probe,11714,14
word,safer,11715,10
word,diagnosis,11716,4
word,multiple,11717,13
word,thrusting,11718,2
word,workings,11719,6
word,motor-control,11720,2
word,hand-held,11721,6
word,muscles,11722,2
word,finger,11723,6
word,circuits,11724,6
word,measuring,11725,9
word,function,11726,14
word,neurologist,11727,3
word,clinical,11728,8
word,subjective,11729,2
word,1900s,11730,2
word,flashes,11731,4
word,visual,11732,5
word,stimulate,11733,7
word,limbs,11734,2
word,unwieldy,11735,2
word,Reginald,11736,2
word,Diego,11737,14
word,handy,11738,9
word,magnet,11739,2
word,stimulation,11740,2
word,mapping,11741,4
word,brains,11742,6
word,awake,11743,2
word,Tator,11744,2
word,preserved,11745,4
word,stimulators,11746,6
word,retrieve,11747,5
word,seizures,11748,6
word,besides,11749,7
word,invisible,11750,4
word,Sam,11751,23
word,"12,500",11752,2
word,inexpensive,11753,4
word,legs,11754,2
word,probes,11755,5
word,conjunction,11756,4
word,muscle,11757,7
word,contractions,11758,3
word,wasting,11759,2
word,Tacker,11760,3
word,cardiac,11761,3
word,someday,11762,6
word,pacemakers,11763,3
word,hearts,11764,6
word,possibilities,11765,9
word,reveal,11766,14
word,regroup,11767,2
word,rehabilitation,11768,4
word,exploring,11769,9
word,flash,11770,3
word,Between,11771,6
word,jolted,11772,5
word,jolt,11773,8
word,timed,11774,2
word,exclaims,11775,2
word,SUNY,11776,2
word,Trying,11777,3
word,theories,11778,9
word,incoming,11779,2
word,jeopardize,11780,6
word,potent,11781,4
word,forth,11782,8
word,neurologists,11783,2
word,Alamos,11784,3
word,commercializing,11785,2
word,consortia,11786,2
word,Ridge,11787,3
word,Palo,11788,12
word,Alto,11789,11
word,laboratory,11790,10
word,laboratories,11791,6
word,foster,11792,8
word,industry-government,11793,2
word,receivables,11794,14
word,thereafter,11795,11
word,trustee,11796,7
word,countrymen,11797,3
word,boatload,11798,2
word,blown,11799,3
word,ashore,11800,2
word,dizzying,11801,6
word,after-hours,11802,3
word,karaoke,11803,2
word,sing,11804,5
word,musicians,11805,6
word,Matsushita,11806,4
word,Components,11807,3
word,Baja,11808,3
word,Ernesto,11809,2
word,Ruffo,11810,4
word,perfect,11811,12
word,separated,11812,2
word,wider,11813,15
word,ocean,11814,8
word,Mexicans,11815,2
word,vaunted,11816,2
word,methodical,11817,2
word,Gortari,11818,3
word,discipline,11819,24
word,urgently,11820,2
word,unpopular,11821,8
word,Revolutionary,11822,2
word,PRI,11823,2
word,consume,11824,7
word,inflows,11825,7
word,Suzuki,11826,4
word,External,11827,2
word,fruit,11828,11
word,ripe,11829,4
word,Pressed,11830,2
word,presumption,11831,3
word,gate,11832,3
word,appreciate,11833,8
word,breakthrough,11834,5
word,petrochemicals,11835,6
word,stems,11836,15
word,congress,11837,4
word,leftist,11838,5
word,trusts,11839,5
word,non-strategic,11840,3
word,domain,11841,4
word,certainty,11842,3
word,bosses,11843,7
word,Nakamura,11844,2
word,grandson,11845,3
word,catching,11846,5
word,maquiladoras,11847,2
word,Action,11848,5
word,pledge,11849,5
word,protectionism,11850,4
word,tumbling,11851,7
word,pessimistic,11852,12
word,assessments,11853,4
word,near-term,11854,14
word,mildly,11855,5
word,Half,11856,4
word,midmorning,11857,3
word,bullish,11858,17
word,bears,11859,13
word,Owen,11860,10
word,Kleinwort,11861,11
word,Benson,11862,17
word,narrowing,11863,8
word,Interstate,11864,34
word,influences,11865,6
word,draining,11866,3
word,marked,11867,18
word,tumble,11868,11
word,differentials,11869,5
word,Lombard,11870,2
word,Bundesbank,11871,5
word,widening,11872,7
word,knocking,11873,8
word,predictions,11874,9
word,Seven,11875,4
word,G-7,11876,2
word,Kakita,11877,3
word,treasury,11878,15
word,damping,11879,2
word,regain,11880,12
word,dollar-yen,11881,2
word,contended,11882,15
word,Zapfel,11883,2
word,dash,11884,4
word,Julius,11885,3
word,Baer,11886,3
word,description,11887,2
word,bear,11888,16
word,skid,11889,3
word,culmination,11890,6
word,gloomier,11891,2
word,chancellor,11892,8
word,Hastings,11893,22
word,Erik,11894,4
word,repeal,11895,11
word,Helmut,11896,6
word,Haussmann,11897,2
word,tends,11898,11
word,taxed,11899,5
word,levy,11900,4
word,budgetary,11901,8
word,abolition,11902,2
word,coalition,11903,16
word,teen-age,11904,3
word,compromises,11905,4
word,stray,11906,3
word,Edelson,11907,4
word,entertained,11908,2
word,straighten,11909,2
word,mess,11910,13
word,forward-rate,11911,4
word,second-quarter,11912,10
word,incidents,11913,7
word,echo,11914,5
word,restated,11915,18
word,monitoring,11916,20
word,custom-tailored,11917,2
word,interestrate,11918,2
word,mushroomed,11919,5
word,importantly,11920,4
word,2-to-1,11921,2
word,lopsided,11922,3
word,vulnerable,11923,17
word,assumptions,11924,8
word,methodologies,11925,2
word,Wathen,11926,18
word,Pinkerton,11927,28
word,poster,11928,4
word,Jesse,11929,2
word,Never,11930,11
word,Sleep,11931,2
word,Allan,11932,4
word,encountered,11933,7
word,detective,11934,4
word,brand-name,11935,4
word,unforeseen,11936,2
word,rats,11937,3
word,60-year-old,11938,2
word,mom-and-pop,11939,2
word,patrol,11940,2
word,Summer,11941,4
word,Olympics,11942,10
word,divestiture,11943,8
word,demonstrate,11944,8
word,LBO,11945,16
word,hitches,11946,2
word,proceeded,11947,4
word,diligence,11948,2
word,receivable,11949,3
word,unprofitable,11950,6
word,Sutro,11951,3
word,nondescript,11952,2
word,rid,11953,11
word,low-margin,11954,4
word,boasts,11955,12
word,refinance,11956,2
word,alleges,11957,14
word,misrepresented,11958,3
word,controversies,11959,2
word,concerning,11960,12
word,memorabilia,11961,2
word,forked,11962,2
word,Brand,11963,3
word,artifact,11964,2
word,glamorous,11965,7
word,Falcon,11966,10
word,Commercial,11967,17
word,vegetables,11968,4
word,fruits,11969,4
word,calves,11970,2
word,Soybeans,11971,2
word,long-awaited,11972,6
word,repel,11973,3
word,Together,11974,4
word,Describing,11975,2
word,ferry,11976,5
word,mid-August,11977,2
word,method,11978,13
word,Tucker,11979,8
word,proceed,11980,13
word,lifts,11981,4
word,modifies,11982,2
word,restraining,11983,2
word,stories,11984,30
word,well-heeled,11985,3
word,tighten,11986,4
word,subsidies,11987,29
word,affluent,11988,13
word,enlarge,11989,2
word,pot,11990,6
word,FHA,11991,18
word,insure,11992,6
word,persuaded,11993,9
word,"124,875",11994,3
word,deepening,11995,5
word,sour,11996,10
word,idle,11997,17
word,defaults,11998,16
word,Cranston,11999,10
word,ensuring,12000,7
word,ink,12001,7
word,busted,12002,3
word,Kemp,12003,18
word,toying,12004,3
word,Cranston-Mitchell,12005,2
word,tar,12006,2
word,Members,12007,16
word,shove,12008,2
word,lies,12009,26
word,Lantos,12010,2
word,forget,12011,11
word,Pierce,12012,4
word,pork-barrel,12013,8
word,hemorrhaging,12014,6
word,solving,12015,4
word,Gillette,12016,13
word,toiletries,12017,2
word,Twins,12018,2
word,Pharmaceuticals,12019,11
word,Anglo,12020,3
word,halves,12021,2
word,Tass,12022,6
word,rubles,12023,15
word,ruble,12024,11
word,sequester,12025,2
word,thoughts,12026,6
word,frustration,12027,9
word,fury,12028,2
word,pros,12029,7
word,Zarett,12030,2
word,Daffynition,12031,5
word,Rodeo,12032,2
word,applause,12033,6
word,Ocean,12034,9
word,Drilling,12035,9
word,Exploration,12036,6
word,contract-drilling,12037,3
word,diving,12038,3
word,Arkansas,12039,16
word,overhaul,12040,24
word,Seidman,12041,15
word,free-market,12042,12
word,re-examine,12043,4
word,government-sponsored,12044,4
word,Agreement,12045,5
word,rush,12046,12
word,radical,12047,9
word,champion,12048,8
word,revision,12049,6
word,senators,12050,35
word,GNP,12051,26
word,eroding,12052,6
word,deductibles,12053,2
word,deflect,12054,2
word,surging,12055,6
word,contentious,12056,6
word,strikes,12057,19
word,Pittston,12058,11
word,Nynex,12059,12
word,cynical,12060,4
word,Schramm,12061,2
word,capitalists,12062,9
word,false,12063,21
word,revamping,12064,5
word,dismantle,12065,2
word,Catastrophic,12066,3
word,W.Va,12067,4
word,Medicare,12068,9
word,Medicaid,12069,11
word,magic,12070,6
word,bullet,12071,7
word,Sharon,12072,11
word,NAM,12073,3
word,availability,12074,12
word,embraces,12075,5
word,effectiveness,12076,6
word,treatments,12077,5
word,guidelines,12078,54
word,trade-offs,12079,3
word,ceilings,12080,4
word,federation,12081,7
word,Stelco,12082,2
word,fastener,12083,2
word,leased,12084,9
word,Brantford,12085,2
word,nuts,12086,3
word,bolts,12087,3
word,employ,12088,7
word,Deseret,12089,5
word,Bancorp.,12090,4
word,Grove,12091,3
word,Salt,12092,4
word,reception,12093,7
word,Laidig,12094,3
word,hopeful,12095,6
word,paper-company,12096,2
word,Camp,12097,5
word,Paperboard,12098,2
word,unwritten,12099,2
word,taboo,12100,3
word,landscape,12101,12
word,Palmero,12102,4
word,Oppenheimer,12103,17
word,Added,12104,3
word,Based,12105,7
word,Weyerhaeuser,12106,10
word,presents,12107,8
word,dive,12108,5
word,strengthening,12109,11
word,containerboard,12110,3
word,boxes,12111,9
word,exported,12112,8
word,Rod,12113,2
word,Resource,12114,4
word,Bedford,12115,2
word,subtracted,12116,2
word,higher-cost,12117,2
word,dilute,12118,3
word,stock-repurchase,12119,2
word,precarious,12120,2
word,Wachtel,12121,3
word,Lipton,12122,6
word,Rosen,12123,17
word,Katz,12124,21
word,Wasserstein,12125,2
word,Perella,12126,2
word,staggered,12127,2
word,barring,12128,8
word,rescind,12129,5
word,MacMillan,12130,2
word,Bloedel,12131,2
word,pencil,12132,6
word,rallied,12133,23
word,Bowater,12134,2
word,flurry,12135,7
word,capacity-expansion,12136,2
word,attractiveness,12137,4
word,consolidation,12138,15
word,Devario,12139,2
word,Schneider,12140,5
word,Duff,12141,7
word,Phelps,12142,7
word,Rodgers,12143,3
word,quicker,12144,4
word,most-recent,12145,2
word,Lyphomed,12146,4
word,Medco,12147,2
word,beats,12148,4
word,typical,12149,20
word,soar,12150,7
word,Freedman,12151,3
word,underscored,12152,7
word,severity,12153,5
word,leaped,12154,7
word,nonunion,12155,2
word,variations,12156,9
word,DeSoto,12157,2
word,coatings,12158,8
word,flexible,12159,11
word,adhesives,12160,2
word,resin,12161,2
word,refocused,12162,3
word,StatesWest,12163,15
word,Mesa,12164,18
word,Farmington,12165,2
word,abandoning,12166,2
word,pursuit,12167,16
word,Nevada,12168,10
word,Wyoming,12169,6
word,shiny,12170,3
word,foremost,12171,2
word,bond-price,12172,2
word,depress,12173,6
word,bolstering,12174,2
word,laboring,12175,3
word,"1,111",12176,2
word,Bouygues,12177,3
word,consolidated,12178,17
word,indicative,12179,3
word,QVC,12180,4
word,Network,12181,12
word,CVN,12182,3
word,Shopping,12183,6
word,video,12184,24
word,comply,12185,11
word,tangible,12186,5
word,ratio,12187,40
word,namesake,12188,2
word,patriotic,12189,2
word,celebration,12190,9
word,anniversary,12191,9
word,Rights,12192,20
word,anti-smoking,12193,2
word,wrapping,12194,3
word,cornerstone,12195,3
word,Kraft,12196,13
word,roots,12197,7
word,Marlboro,12198,3
word,blanket,12199,5
word,shelves,12200,4
word,prime-time,12201,10
word,airwaves,12202,5
word,broadest,12203,3
word,sponsorship,12204,2
word,Tucson,12205,7
word,Guy,12206,8
word,themes,12207,6
word,innocence,12208,2
word,portraying,12209,6
word,killer,12210,6
word,Pertschuk,12211,2
word,mafia,12212,3
word,King,12213,33
word,unmistakable,12214,2
word,clever,12215,5
word,Ries,12216,4
word,Trout,12217,2
word,wagons,12218,2
word,Consulting,12219,9
word,drape,12220,2
word,RJR,12221,43
word,Nabisco,12222,20
word,touting,12223,4
word,yanked,12224,4
word,tube,12225,8
word,lighting,12226,4
word,legitimacy,12227,5
word,doldrums,12228,7
word,forefront,12229,2
word,Microsoft,12230,13
word,Oracle,12231,3
word,phenomenon,12232,13
word,bore,12233,3
word,Robin,12234,6
word,Ladenburg,12235,4
word,Thalmann,12236,3
word,dominate,12237,8
word,rallies,12238,11
word,dips,12239,3
word,pummeled,12240,2
word,matures,12241,2
word,slows,12242,3
word,year-to-date,12243,2
word,halved,12244,4
word,outperform,12245,5
word,churn,12246,2
word,faults,12247,3
word,Hambrecht,12248,11
word,Quist,12249,11
word,appreciated,12250,4
word,stalled,12251,11
word,in-house,12252,10
word,suitor,12253,15
word,Gen-Probe,12254,18
word,Chugai,12255,12
word,Pharmaceutical,12256,9
word,Priam,12257,4
word,5\/32,12258,5
word,3\/32,12259,7
word,multiyear,12260,2
word,Stuart-James,12261,3
word,delaying,12262,8
word,outcome,12263,25
word,low-income,12264,9
word,Willamette,12265,2
word,sessions,12266,13
word,prohibition,12267,5
word,lingering,12268,3
word,Faced,12269,5
word,prescribed,12270,6
word,incorporates,12271,4
word,far-reaching,12272,9
word,refinancing,12273,15
word,high-interest,12274,4
word,subsidized,12275,10
word,lower-income,12276,2
word,disruptions,12277,6
word,forge,12278,6
word,Aeronautics,12279,6
word,Space,12280,13
word,satellite,12281,12
word,NASA,12282,21
word,Voyager,12283,4
word,room,12284,66
word,disorder,12285,5
word,legerdemain,12286,2
word,Byrd,12287,5
word,Sante,12288,4
word,Neb.,12289,7
word,jealousy,12290,4
word,confusion,12291,15
word,absence,12292,17
word,authorization,12293,9
word,Claiborne,12294,5
word,Pell,12295,2
word,R.I,12296,2
word,Coda,12297,6
word,consolidate,12298,7
word,repurchase,12299,15
word,D,12300,10
word,Ted,12301,12
word,Eubank,12302,2
word,dedicated,12303,6
word,F-16,12304,4
word,Loral,12305,9
word,F-15,12306,2
word,trainer,12307,2
word,Projects,12308,6
word,propulsion,12309,4
word,rosy,12310,3
word,scenarios,12311,9
word,Bear,12312,35
word,Stearns,12313,32
word,presumed,12314,5
word,Zell,12315,4
word,contemplating,12316,6
word,poorer,12317,6
word,intangible,12318,4
word,CNW,12319,8
word,spin,12320,19
word,Krebs,12321,3
word,reverses,12322,2
word,realty,12323,5
word,recalculating,12324,2
word,belief,12325,17
word,Lidgerwood,12326,4
word,zoning,12327,3
word,O&Y,12328,2
word,earthquakes,12329,15
word,fetch,12330,8
word,maximizing,12331,2
word,Orkem,12332,13
word,state-controlled,12333,9
word,Coates,12334,6
word,computer-servicing,12335,2
word,Marks,12336,9
word,Spencer,12337,10
word,Operating,12338,17
word,examiners,12339,4
word,Lincoln,12340,39
word,regulator,12341,15
word,whitewash,12342,4
word,deputies,12343,7
word,Danny,12344,5
word,riveting,12345,2
word,shredded,12346,3
word,Panamanian,12347,11
word,funneled,12348,3
word,complacent,12349,2
word,Investigation,12350,11
word,solicited,12351,3
word,examiner,12352,7
word,luxurious,12353,2
word,Meek,12354,4
word,Keating,12355,10
word,allege,12356,3
word,Newsom,12357,2
word,smells,12358,4
word,sampled,12359,2
word,meat,12360,8
word,suspicious,12361,5
word,Bickwit,12362,4
word,Gonzalez,12363,31
word,Kevin,12364,6
word,O'Connell,12365,3
word,Stelzer,12366,2
word,fraudulent,12367,12
word,Riley,12368,3
word,oddly,12369,5
word,donated,12370,12
word,recycling,12371,6
word,depositors,12372,3
word,aroused,12373,6
word,Bahamas,12374,3
word,erosion,12375,7
word,discounted,12376,9
word,electrogalvanized,12377,2
word,tin,12378,3
word,footing,12379,5
word,Dallas-based,12380,6
word,modernize,12381,8
word,reverse,12382,14
word,Steelmakers,12383,2
word,hot-dipped,12384,9
word,assurances,12385,4
word,13-week,12386,5
word,26-week,12387,4
word,Tenders,12388,5
word,televised,12389,6
word,Shop,12390,7
word,Channel,12391,18
word,Idaho,12392,5
word,potato,12393,6
word,commercially,12394,3
word,Twenty,12395,3
word,Cohen,12396,26
word,Boyer,12397,6
word,toad,12398,2
word,bacteria,12399,11
word,Swanson,12400,3
word,injection,12401,8
word,Genentech,12402,13
word,gene-splicing,12403,2
word,insulin,12404,14
word,diabetics,12405,13
word,snags,12406,4
word,applying,12407,7
word,Patent,12408,2
word,integral,12409,3
word,Lyonnais,12410,9
word,"43,000",12411,3
word,Cie.,12412,6
word,Mixte,12413,58
word,Societe,12414,16
word,"160,000",12415,3
word,Cie,12416,12
word,Financiere,12417,11
word,"1,850",12418,7
word,Unocal,12419,15
word,Petroleos,12420,5
word,refining,12421,14
word,revolving,12422,5
word,underwritten,12423,7
word,terminals,12424,9
word,blending,12425,3
word,company-owned,12426,6
word,"3,300",12427,2
word,brisk,12428,9
word,stumbling,12429,3
word,streamlining,12430,12
word,accompanying,12431,10
word,deficit-cutting,12432,2
word,catastrophic-illness,12433,2
word,employee-benefit,12434,2
word,popularity,12435,14
word,child-care,12436,6
word,weary,12437,3
word,12:01,12438,3
word,Rostenkowski,12439,3
word,Sept,12440,3
word,corresponding,12441,6
word,discontinuation,12442,2
word,write-offs,12443,8
word,non-recurring,12444,5
word,principally,12445,3
word,assisting,12446,3
word,Levin,12447,3
word,deal-making,12448,2
word,"176,100,000",12449,2
word,averages,12450,10
word,surface,12451,18
word,Nearly,12452,17
word,psychological,12453,9
word,renews,12454,2
word,Argus,12455,2
word,cease,12456,6
word,instability,12457,3
word,manipulated,12458,2
word,Within,12459,23
word,Stone,12460,22
word,Container,12461,7
word,Temple-Inland,12462,3
word,Boise,12463,4
word,Cascade,12464,4
word,Pfizer,12465,9
word,Schering-Plough,12466,10
word,SmithKline,12467,5
word,Beecham,12468,5
word,Eminase,12469,2
word,Chevron,12470,19
word,accumulating,12471,3
word,preferred-stock,12472,2
word,common-stock,12473,2
word,ERC,12474,4
word,definitively,12475,7
word,Ogden,12476,8
word,reorganize,12477,4
word,drilling,12478,17
word,Cilcorp,12479,6
word,"390,000",12480,3
word,GORBACHEV,12481,2
word,WILL,12482,2
word,army,12483,15
word,blockade,12484,3
word,occupied,12485,7
word,seizing,12486,5
word,crush,12487,12
word,boycott,12488,2
word,confiscated,12489,6
word,unpaid,12490,6
word,legalizing,12491,3
word,Forum,12492,3
word,staged,12493,8
word,Nicaragua,12494,29
word,condemn,12495,5
word,cancel,12496,8
word,Managua,12497,4
word,gripped,12498,2
word,Afghanistan,12499,6
word,guerrilla,12500,4
word,Kabul,12501,3
word,Ozal,12502,2
word,civilian,12503,5
word,right-wing,12504,3
word,Conservatives,12505,10
word,dissent,12506,6
word,whites,12507,26
word,outskirts,12508,3
word,Soweto,12509,4
word,possessing,12510,3
word,hall,12511,8
word,wrecked,12512,4
word,10-year-old,12513,2
word,Socialists,12514,4
word,Nov,12515,3
word,Vietnamese,12516,11
